"ensembl" "SUM149_JQ1_12H_R2" "SUM149_JQ1_12H_R1" "SUM149_DMSO_12H_R2" "SUM149_DMSO_12H_R1"
"ENSG00000090659" 2 3 0 3
"ENSG00000242636" 1 0 1 0
"ENSG00000104938" 3 1 0 0
"ENSG00000268297" 0 0 0 0
"ENSG00000269763" 0 1 0 0
"ENSG00000142459" 650 618 230 407
"ENSG00000183248" 8 16 7 10
"ENSG00000268120" 0 0 0 0
"ENSG00000269153" 1 3 0 1
"ENSG00000199900" 0 0 0 0
"ENSG00000171017" 32 35 33 48
"ENSG00000214248" 24 37 8 18
"ENSG00000076984" 1769 1649 1399 2245
"ENSG00000268149" 0 0 0 0
"ENSG00000260001" 54 51 86 141
"ENSG00000260500" 8 8 8 13
"ENSG00000104976" 1595 1539 838 1248
"ENSG00000178531" 222 209 414 632
"ENSG00000269139" 1 2 2 6
"ENSG00000104980" 2152 1958 2198 3328
"ENSG00000066044" 4005 3803 4270 6217
"ENSG00000269813" 0 0 0 0
"ENSG00000267939" 17 16 3 13
"ENSG00000131142" 4 2 0 0
"ENSG00000142449" 12 8 1 7
"ENSG00000269651" 0 1 0 0
"ENSG00000090661" 52 38 123 188
"ENSG00000271717" 0 0 0 0
"ENSG00000167775" 1929 1646 1559 2578
"ENSG00000167774" 2 1 0 1
"ENSG00000267855" 22 27 22 27
"ENSG00000233927" 1065 903 742 1172
"ENSG00000186994" 14 6 9 13
"ENSG00000268884" 3 1 0 1
"ENSG00000167772" 5139 4555 1595 2471
"ENSG00000269386" 34 36 25 26
"ENSG00000265390" 1 0 0 0
"ENSG00000185236" 1739 1705 1317 2328
"ENSG00000099785" 428 403 229 258
"ENSG00000268931" 0 0 0 0
"ENSG00000279827" 0 2 2 3
"ENSG00000099783" 11250 10298 12939 19236
"ENSG00000133246" 3 8 1 0
"ENSG00000133250" 321 277 179 311
"ENSG00000142347" 62 83 40 23
"ENSG00000268618" 0 0 0 0
"ENSG00000142303" 2 4 0 0
"ENSG00000267986" 0 0 0 0
"ENSG00000268480" 0 0 0 0
"ENSG00000261866" 1 0 0 0
"ENSG00000279426" 2 0 0 0
"ENSG00000181786" 0 1 0 1
"ENSG00000181733" 0 1 0 0
"ENSG00000269244" 0 0 0 0
"ENSG00000268922" 0 0 0 0
"ENSG00000167785" 778 759 718 955
"ENSG00000269300" 1 7 2 3
"ENSG00000170948" 0 0 0 0
"ENSG00000269400" 1 2 0 0
"ENSG00000181143" 72 65 49 64
"ENSG00000267332" 0 1 0 1
"ENSG00000267154" 1 0 0 0
"ENSG00000170929" 0 1 0 0
"ENSG00000170923" 1 1 0 0
"ENSG00000161807" 1 0 0 0
"ENSG00000275787" 0 0 0 0
"ENSG00000170920" 0 0 0 0
"ENSG00000130803" 1602 1451 1154 1754
"ENSG00000188000" 0 4 0 1
"ENSG00000267418" 1 0 0 1
"ENSG00000267775" 1 0 0 0
"ENSG00000187847" 2 3 0 0
"ENSG00000174667" 1 0 0 0
"ENSG00000188314" 0 0 0 0
"ENSG00000237521" 0 0 0 0
"ENSG00000180926" 0 0 0 0
"ENSG00000225980" 0 1 0 0
"ENSG00000226480" 1 0 0 0
"ENSG00000267510" 7 15 4 9
"ENSG00000196110" 151 133 52 102
"ENSG00000188321" 360 321 295 393
"ENSG00000270011" 5 1 4 3
"ENSG00000270614" 3 0 0 1
"ENSG00000188629" 1 0 0 0
"ENSG00000283108" 2 0 0 0
"ENSG00000174652" 360 364 339 444
"ENSG00000198028" 1 0 0 0
"ENSG00000267273" 0 0 0 0
"ENSG00000260112" 2 3 1 2
"ENSG00000130818" 332 318 278 362
"ENSG00000278611" 3 2 8 7
"ENSG00000197961" 2156 1995 2384 3264
"ENSG00000171469" 615 531 498 706
"ENSG00000267106" 84 89 79 107
"ENSG00000171466" 971 920 1010 1461
"ENSG00000239830" 6 2 4 4
"ENSG00000224689" 1 2 1 0
"ENSG00000277587" 0 0 0 0
"ENSG00000267490" 0 0 0 0
"ENSG00000267612" 5 3 5 2
"ENSG00000196605" 142 120 49 66
"ENSG00000267370" 24 11 2 4
"ENSG00000267741" 2 6 0 1
"ENSG00000266950" 0 0 0 0
"ENSG00000127452" 764 719 464 705
"ENSG00000200237" 3 3 0 0
"ENSG00000267119" 12 11 7 5
"ENSG00000198258" 3245 3095 2307 3314
"ENSG00000267289" 3 3 1 3
"ENSG00000127445" 2176 1973 1115 1814
"ENSG00000105088" 5 6 0 2
"ENSG00000080573" 102 102 59 99
"ENSG00000267650" 0 0 0 1
"ENSG00000080511" 2 0 0 2
"ENSG00000167798" 2 0 0 2
"ENSG00000266204" 0 0 0 0
"ENSG00000130813" 139 148 238 335
"ENSG00000267387" 3 0 4 10
"ENSG00000130812" 50 51 3 8
"ENSG00000243207" 0 1 0 1
"ENSG00000130810" 176 159 210 314
"ENSG00000209645" 3 1 0 3
"ENSG00000238531" 0 0 1 1
"ENSG00000244165" 96 126 123 209
"ENSG00000130811" 3661 3281 3490 5378
"ENSG00000130816" 9274 8949 8389 12513
"ENSG00000267534" 24 30 121 189
"ENSG00000264266" 0 0 0 0
"ENSG00000105364" 2497 2369 2508 4092
"ENSG00000266978" 0 1 1 2
"ENSG00000267105" 1 6 4 6
"ENSG00000090339" 107 109 296 401
"ENSG00000267607" 1 0 0 0
"ENSG00000105371" 0 0 0 0
"ENSG00000105376" 18 24 55 88
"ENSG00000220201" 25 26 27 49
"ENSG00000167807" 2 1 3 2
"ENSG00000267673" 11 9 10 20
"ENSG00000267303" 0 0 0 0
"ENSG00000161847" 1798 1899 1295 2219
"ENSG00000274425" 35 30 9 21
"ENSG00000076662" 0 0 1 2
"ENSG00000105397" 2727 2581 1910 2873
"ENSG00000105401" 6831 6035 4841 7216
"ENSG00000284268" 0 0 0 0
"ENSG00000065989" 47 58 156 243
"ENSG00000079999" 1099 1034 2001 3023
"ENSG00000267197" 3 4 6 7
"ENSG00000180739" 0 0 10 11
"ENSG00000130734" 870 777 559 877
"ENSG00000238364" 2 1 0 1
"ENSG00000221410" 0 0 0 0
"ENSG00000129347" 1451 1277 1145 1717
"ENSG00000129355" 848 806 311 505
"ENSG00000129354" 2824 2553 2531 3632
"ENSG00000271010" 0 1 0 0
"ENSG00000129353" 2697 2563 3766 5811
"ENSG00000267100" 711 651 657 1031
"ENSG00000129351" 20123 18719 20771 30577
"ENSG00000213339" 473 407 743 1172
"ENSG00000079805" 9571 8994 4901 7803
"ENSG00000207972" 0 0 0 2
"ENSG00000265879" 0 0 0 0
"ENSG00000207752" 3 0 1 1
"ENSG00000275640" 0 0 0 0
"ENSG00000099203" 409 369 262 423
"ENSG00000214212" 7 9 5 13
"ENSG00000267544" 6 1 1 2
"ENSG00000142453" 1649 1459 2325 3771
"ENSG00000130733" 1280 1094 868 1429
"ENSG00000142444" 1053 976 703 1109
"ENSG00000127616" 4412 4175 6240 9662
"ENSG00000266936" 2 1 3 6
"ENSG00000276757" 3 3 3 6
"ENSG00000278643" 0 1 0 0
"ENSG00000130164" 5973 5838 3196 4612
"ENSG00000284553" 0 1 0 0
"ENSG00000161888" 542 541 879 1270
"ENSG00000197256" 1164 1156 1092 1686
"ENSG00000130158" 499 514 669 1008
"ENSG00000267082" 3 3 6 8
"ENSG00000279807" 1 0 2 5
"ENSG00000273733" 2 5 1 0
"ENSG00000130173" 5 1 2 5
"ENSG00000130167" 2 2 0 0
"ENSG00000267174" 3 1 1 0
"ENSG00000105514" 1200 1213 913 1373
"ENSG00000267576" 0 0 0 0
"ENSG00000105518" 1352 1302 1500 2333
"ENSG00000183401" 209 178 205 303
"ENSG00000105520" 560 538 323 445
"ENSG00000267277" 19 21 4 18
"ENSG00000173928" 131 109 73 118
"ENSG00000187266" 458 431 138 209
"ENSG00000205517" 9 3 2 3
"ENSG00000202357" 1 0 0 0
"ENSG00000198003" 7 19 18 16
"ENSG00000130175" 10354 9261 8164 12715
"ENSG00000196361" 3 1 0 2
"ENSG00000267477" 0 0 0 0
"ENSG00000161914" 129 105 73 106
"ENSG00000274713" 0 0 0 0
"ENSG00000130159" 941 817 846 1438
"ENSG00000244080" 2 1 0 0
"ENSG00000213304" 8 12 2 5
"ENSG00000213303" 7 6 2 4
"ENSG00000130176" 11 13 0 0
"ENSG00000130165" 2688 2427 1359 2142
"ENSG00000198551" 454 433 303 390
"ENSG00000102575" 35 19 11 23
"ENSG00000249840" 4 4 4 4
"ENSG00000197332" 8 7 3 3
"ENSG00000267500" 17 25 23 37
"ENSG00000214223" 2 2 3 1
"ENSG00000267343" 0 0 0 0
"ENSG00000197933" 131 131 100 126
"ENSG00000266922" 0 0 1 1
"ENSG00000220949" 0 0 0 1
"ENSG00000197044" 1 0 0 0
"ENSG00000267646" 1 1 1 0
"ENSG00000177599" 0 0 0 0
"ENSG00000171295" 10 6 2 4
"ENSG00000267089" 0 0 0 0
"ENSG00000171291" 0 0 0 0
"ENSG00000278897" 0 0 0 0
"ENSG00000198429" 1 1 0 0
"ENSG00000196757" 152 159 151 206
"ENSG00000267179" 0 0 0 0
"ENSG00000267274" 0 1 2 0
"ENSG00000197054" 0 0 0 0
"ENSG00000219665" 2 0 0 0
"ENSG00000252060" 0 0 0 0
"ENSG00000197647" 0 0 0 0
"ENSG00000257355" 0 0 0 0
"ENSG00000212497" 0 0 0 0
"ENSG00000257446" 0 0 0 0
"ENSG00000223547" 2 1 0 1
"ENSG00000252546" 0 1 0 0
"ENSG00000199444" 0 0 0 0
"ENSG00000214189" 0 0 0 0
"ENSG00000132010" 1 0 0 0
"ENSG00000237273" 0 0 0 0
"ENSG00000212576" 0 0 0 0
"ENSG00000213297" 0 0 0 0
"ENSG00000242615" 0 0 0 0
"ENSG00000257591" 0 0 0 0
"ENSG00000196646" 5 4 1 7
"ENSG00000234773" 2 0 0 1
"ENSG00000197857" 4 6 0 1
"ENSG00000213293" 5 5 0 4
"ENSG00000234750" 2 3 1 3
"ENSG00000188868" 1 1 0 0
"ENSG00000198342" 1 1 0 0
"ENSG00000231361" 0 0 0 0
"ENSG00000268744" 0 0 0 0
"ENSG00000248406" 0 0 0 0
"ENSG00000196466" 23 23 13 15
"ENSG00000268870" 0 0 0 0
"ENSG00000180855" 19 35 24 38
"ENSG00000269755" 0 0 0 0
"ENSG00000234848" 1 0 0 0
"ENSG00000242852" 0 1 0 0
"ENSG00000196826" 0 0 0 0
"ENSG00000236483" 0 1 0 0
"ENSG00000232579" 0 0 1 0
"ENSG00000230321" 0 2 0 0
"ENSG00000234003" 0 0 0 0
"ENSG00000235686" 0 0 0 0
"ENSG00000249709" 0 0 3 2
"ENSG00000269693" 19 8 12 14
"ENSG00000269560" 0 2 0 0
"ENSG00000230310" 5 5 2 2
"ENSG00000213290" 75 65 51 85
"ENSG00000188033" 70 54 28 44
"ENSG00000173875" 822 869 547 784
"ENSG00000178464" 10 12 7 15
"ENSG00000269242" 1 0 1 2
"ENSG00000104774" 2048 1778 1082 1723
"ENSG00000269590" 0 0 0 0
"ENSG00000123154" 231 177 140 245
"ENSG00000105583" 1318 1220 1135 1602
"ENSG00000095059" 1608 1407 1238 1785
"ENSG00000268945" 3 6 8 2
"ENSG00000283980" 0 0 0 1
"ENSG00000132004" 610 479 426 587
"ENSG00000267791" 0 0 0 0
"ENSG00000105576" 3878 3638 4507 6420
"ENSG00000209702" 2 2 1 0
"ENSG00000267004" 1 0 0 3
"ENSG00000123144" 3787 3266 2568 3978
"ENSG00000198356" 2802 2700 2163 3209
"ENSG00000039987" 14 17 21 29
"ENSG00000095066" 2022 1930 1518 2325
"ENSG00000267212" 7 3 1 3
"ENSG00000263800" 1 1 0 1
"ENSG00000171223" 4852 4551 2364 3990
"ENSG00000167815" 2720 2457 2525 3642
"ENSG00000267062" 0 0 0 0
"ENSG00000284491" 3 1 4 2
"ENSG00000104889" 30 19 42 67
"ENSG00000132026" 4 7 1 5
"ENSG00000267424" 0 2 0 0
"ENSG00000105613" 29 23 28 42
"ENSG00000276181" 0 0 0 0
"ENSG00000105612" 1194 1148 1068 1433
"ENSG00000267735" 1 0 0 1
"ENSG00000105610" 19 12 6 17
"ENSG00000105607" 2361 2148 643 995
"ENSG00000240616" 28 34 21 34
"ENSG00000161860" 11 19 20 15
"ENSG00000266721" 1 0 0 1
"ENSG00000179115" 5021 4570 4164 6683
"ENSG00000266975" 0 3 1 4
"ENSG00000179218" 41630 37826 27062 38322
"ENSG00000274417" 1 0 0 0
"ENSG00000267458" 0 0 0 0
"ENSG00000179262" 2388 2327 2854 4348
"ENSG00000179271" 2495 2227 2826 4389
"ENSG00000179284" 1 1 1 2
"ENSG00000008441" 1011 941 2026 3383
"ENSG00000267417" 0 0 0 0
"ENSG00000267610" 0 1 0 1
"ENSG00000279044" 3 7 6 16
"ENSG00000104903" 4 1 3 6
"ENSG00000104907" 1307 1160 2267 3514
"ENSG00000160877" 4849 4520 4959 7876
"ENSG00000266897" 6 9 6 17
"ENSG00000267512" 0 0 0 0
"ENSG00000104915" 1058 880 1504 2231
"ENSG00000160888" 3053 2836 1282 1907
"ENSG00000267598" 0 0 0 0
"ENSG00000213253" 3 3 2 2
"ENSG00000141837" 24 15 1 3
"ENSG00000104957" 857 710 419 594
"ENSG00000037757" 647 624 722 1112
"ENSG00000267633" 0 0 0 1
"ENSG00000104979" 2603 2230 1866 2748
"ENSG00000132003" 1081 1012 349 680
"ENSG00000267582" 1 2 0 1
"ENSG00000266770" 1 1 0 0
"ENSG00000267519" 903 767 535 762
"ENSG00000284387" 1 3 0 0
"ENSG00000207808" 2 5 2 0
"ENSG00000207980" 5 8 4 3
"ENSG00000187556" 3 5 8 8
"ENSG00000207613" 0 0 0 0
"ENSG00000207585" 0 1 0 0
"ENSG00000132016" 98 66 127 161
"ENSG00000132024" 926 766 1451 2296
"ENSG00000132000" 67 61 33 53
"ENSG00000132017" 568 517 777 1371
"ENSG00000132005" 602 554 503 774
"ENSG00000275091" 12 10 3 8
"ENSG00000171136" 1 0 0 3
"ENSG00000267670" 0 1 1 0
"ENSG00000104998" 505 448 1490 2339
"ENSG00000187867" 7 6 40 40
"ENSG00000228887" 23 21 19 22
"ENSG00000141854" 27 22 28 48
"ENSG00000284081" 0 0 0 0
"ENSG00000188032" 2 3 3 1
"ENSG00000141858" 522 503 1645 2686
"ENSG00000072062" 3317 2942 1879 2919
"ENSG00000267783" 1 1 2 3
"ENSG00000105011" 2645 2452 2399 3520
"ENSG00000267169" 72 74 53 110
"ENSG00000072071" 443 406 1016 1565
"ENSG00000240803" 0 0 0 0
"ENSG00000267723" 0 0 0 0
"ENSG00000267406" 0 0 0 0
"ENSG00000266913" 1 0 0 0
"ENSG00000267147" 5 10 11 31
"ENSG00000123146" 1610 1513 1133 1768
"ENSG00000267379" 0 0 0 0
"ENSG00000123136" 2648 2394 3019 4843
"ENSG00000123143" 1793 1522 3448 5302
"ENSG00000267474" 3 5 2 10
"ENSG00000160951" 4 5 1 8
"ENSG00000123159" 4516 4099 3352 5699
"ENSG00000224543" 5 7 8 11
"ENSG00000132002" 5609 5277 3196 4742
"ENSG00000099797" 2716 2520 1399 2176
"ENSG00000283822" 0 0 0 0
"ENSG00000099795" 1136 941 1161 1854
"ENSG00000187912" 1 0 0 0
"ENSG00000243488" 0 0 0 0
"ENSG00000243066" 0 0 0 0
"ENSG00000131355" 1 0 0 0
"ENSG00000269378" 36 35 30 32
"ENSG00000275432" 0 0 0 0
"ENSG00000160961" 241 228 104 137
"ENSG00000127507" 336 337 114 150
"ENSG00000127530" 4 1 4 1
"ENSG00000256210" 0 0 0 0
"ENSG00000188269" 0 0 2 1
"ENSG00000127515" 0 0 0 0
"ENSG00000269552" 0 0 0 0
"ENSG00000172148" 0 0 0 0
"ENSG00000185385" 0 0 0 0
"ENSG00000269678" 0 0 0 0
"ENSG00000268834" 0 0 0 0
"ENSG00000269787" 0 0 0 0
"ENSG00000198367" 0 0 0 0
"ENSG00000176923" 0 0 0 0
"ENSG00000127529" 1 0 0 0
"ENSG00000105143" 0 2 0 0
"ENSG00000160994" 0 1 1 0
"ENSG00000105141" 12 4 13 22
"ENSG00000094661" 4 3 1 1
"ENSG00000105137" 64 71 515 832
"ENSG00000105135" 1269 1045 1429 2158
"ENSG00000268564" 4 2 1 6
"ENSG00000267961" 0 0 1 0
"ENSG00000252661" 0 0 0 0
"ENSG00000074181" 692 759 1652 2528
"ENSG00000275711" 0 0 0 0
"ENSG00000269635" 1 0 2 0
"ENSG00000105131" 17 13 1 4
"ENSG00000141867" 4183 4124 3275 5099
"ENSG00000270802" 3 1 2 0
"ENSG00000273218" 29 34 8 14
"ENSG00000105127" 1242 1207 1344 2169
"ENSG00000268189" 19 18 14 11
"ENSG00000011243" 2127 1936 1084 1714
"ENSG00000279203" 6 9 3 3
"ENSG00000279716" 114 98 39 48
"ENSG00000011451" 1262 1223 1862 2997
"ENSG00000269782" 0 0 0 0
"ENSG00000105122" 2 1 0 1
"ENSG00000161031" 0 2 0 0
"ENSG00000171954" 2 1 0 0
"ENSG00000269765" 2 4 2 1
"ENSG00000269516" 3 2 0 1
"ENSG00000267135" 0 0 0 0
"ENSG00000225067" 0 0 0 0
"ENSG00000266951" 0 0 0 0
"ENSG00000186526" 2 3 0 0
"ENSG00000186529" 135 134 22 30
"ENSG00000267241" 2 2 0 0
"ENSG00000186204" 23 23 8 11
"ENSG00000171942" 2 2 0 0
"ENSG00000171936" 0 0 0 0
"ENSG00000267594" 1 2 1 1
"ENSG00000268673" 1 1 0 1
"ENSG00000172519" 1 4 0 0
"ENSG00000186723" 4 4 0 0
"ENSG00000267235" 0 0 0 0
"ENSG00000267308" 8 8 4 4
"ENSG00000214049" 7473 7138 3516 4989
"ENSG00000273782" 0 0 0 0
"ENSG00000267453" 0 1 0 0
"ENSG00000273330" 0 0 0 0
"ENSG00000186115" 7 4 0 1
"ENSG00000267218" 1 1 2 2
"ENSG00000279717" 0 0 0 0
"ENSG00000267056" 26 20 12 6
"ENSG00000171903" 627 653 234 356
"ENSG00000176231" 1 0 0 0
"ENSG00000267392" 2 1 0 0
"ENSG00000205396" 3 6 0 0
"ENSG00000280412" 1 0 0 0
"ENSG00000167459" 0 0 0 0
"ENSG00000267609" 0 0 0 0
"ENSG00000277766" 0 1 0 0
"ENSG00000267450" 0 0 0 0
"ENSG00000267517" 0 0 0 0
"ENSG00000167460" 5796 5195 6690 9686
"ENSG00000279198" 25 15 25 28
"ENSG00000267373" 0 0 0 0
"ENSG00000167461" 1382 1332 1127 1696
"ENSG00000269243" 18 17 8 21
"ENSG00000196684" 29 27 176 201
"ENSG00000141977" 1 1 0 1
"ENSG00000105058" 2727 2413 2117 2952
"ENSG00000267033" 6 3 1 3
"ENSG00000275901" 1 1 0 0
"ENSG00000072958" 1697 1597 1110 1713
"ENSG00000267275" 1 0 0 0
"ENSG00000127528" 89 67 19 28
"ENSG00000277825" 0 1 0 0
"ENSG00000127527" 1718 1660 1406 2072
"ENSG00000280332" 38 40 14 16
"ENSG00000240418" 3 3 1 2
"ENSG00000267703" 1 0 1 0
"ENSG00000269058" 1 1 2 9
"ENSG00000141979" 0 0 0 0
"ENSG00000105072" 88 83 198 285
"ENSG00000085872" 2304 2234 1744 2755
"ENSG00000240106" 4 6 1 6
"ENSG00000269399" 82 78 42 89
"ENSG00000127526" 2348 2286 1692 2533
"ENSG00000268309" 0 0 0 0
"ENSG00000269085" 0 0 0 0
"ENSG00000279529" 83 84 34 43
"ENSG00000105085" 379 374 241 356
"ENSG00000268790" 0 0 0 0
"ENSG00000269578" 0 0 0 0
"ENSG00000279748" 28 19 7 16
"ENSG00000279977" 3 3 2 1
"ENSG00000268087" 22 23 11 18
"ENSG00000269427" 8 7 7 6
"ENSG00000214046" 954 834 586 726
"ENSG00000269044" 60 73 49 81
"ENSG00000267904" 18 25 18 20
"ENSG00000072954" 544 475 580 935
"ENSG00000269419" 0 0 0 0
"ENSG00000188039" 18 25 164 276
"ENSG00000269799" 0 0 0 0
"ENSG00000127511" 2902 2825 2441 3606
"ENSG00000268743" 25 17 2 2
"ENSG00000127533" 3 1 0 0
"ENSG00000160111" 10 5 9 15
"ENSG00000264250" 0 0 0 0
"ENSG00000263595" 0 0 0 0
"ENSG00000268985" 0 0 0 0
"ENSG00000131351" 761 701 669 1062
"ENSG00000268289" 1 0 0 0
"ENSG00000099331" 4433 4086 2411 3821
"ENSG00000269066" 1 1 2 3
"ENSG00000268056" 1 0 0 0
"ENSG00000269836" 2 1 0 0
"ENSG00000269480" 0 2 0 0
"ENSG00000053501" 358 273 339 533
"ENSG00000099330" 939 851 382 660
"ENSG00000160113" 1170 1050 2077 3261
"ENSG00000269095" 0 0 0 0
"ENSG00000130307" 11 15 11 13
"ENSG00000105393" 713 636 750 1202
"ENSG00000269307" 0 0 0 0
"ENSG00000160117" 164 127 619 928
"ENSG00000127220" 338 299 235 333
"ENSG00000130312" 1344 1238 1700 2563
"ENSG00000269815" 14 14 8 12
"ENSG00000130311" 1454 1405 1213 1751
"ENSG00000074855" 900 820 663 1048
"ENSG00000130299" 1438 1376 1581 2492
"ENSG00000130300" 2 3 1 0
"ENSG00000269350" 1 2 0 0
"ENSG00000269720" 2 3 0 0
"ENSG00000130303" 925 924 1217 1883
"ENSG00000282851" 337 296 57 81
"ENSG00000141971" 502 435 580 1039
"ENSG00000269481" 4 6 9 8
"ENSG00000254503" 20 14 6 4
"ENSG00000269053" 0 0 0 0
"ENSG00000188051" 13 10 5 13
"ENSG00000269035" 0 0 0 0
"ENSG00000269736" 0 0 0 0
"ENSG00000171773" 0 0 0 0
"ENSG00000130304" 459 462 211 305
"ENSG00000269439" 109 75 64 93
"ENSG00000130313" 1054 913 1005 1624
"ENSG00000269161" 4 2 2 4
"ENSG00000167483" 2 2 0 2
"ENSG00000130309" 4422 4096 5679 8313
"ENSG00000243771" 0 0 0 0
"ENSG00000130477" 8 12 3 2
"ENSG00000269752" 0 0 0 0
"ENSG00000279300" 1 0 1 0
"ENSG00000130479" 1313 1221 766 1338
"ENSG00000268112" 0 0 0 0
"ENSG00000130475" 15 15 0 8
"ENSG00000179913" 803 738 740 1223
"ENSG00000248099" 0 2 0 2
"ENSG00000105639" 13 16 13 21
"ENSG00000105640" 1148 1033 933 1392
"ENSG00000207166" 0 0 0 0
"ENSG00000279617" 0 0 0 0
"ENSG00000105641" 3 3 1 1
"ENSG00000007080" 1612 1465 1268 2238
"ENSG00000105642" 2 7 1 1
"ENSG00000252591" 0 0 0 0
"ENSG00000105643" 348 280 357 558
"ENSG00000279172" 0 0 0 0
"ENSG00000273654" 10 4 10 9
"ENSG00000268623" 0 0 0 0
"ENSG00000243455" 4 6 3 2
"ENSG00000096996" 5 2 0 0
"ENSG00000099308" 176 182 190 307
"ENSG00000269145" 0 0 0 0
"ENSG00000105647" 6 2 4 8
"ENSG00000268173" 0 1 0 1
"ENSG00000216490" 6 2 6 6
"ENSG00000254858" 1304 1173 752 1177
"ENSG00000105649" 55 76 78 123
"ENSG00000268650" 0 0 0 0
"ENSG00000285188" 1 0 0 0
"ENSG00000105650" 2 2 0 1
"ENSG00000284797" 3 0 0 0
"ENSG00000130518" 24 15 16 19
"ENSG00000130522" 3619 3467 924 1552
"ENSG00000267959" 0 1 0 0
"ENSG00000241464" 0 0 2 3
"ENSG00000130520" 4781 4421 4606 7276
"ENSG00000239821" 1 0 0 2
"ENSG00000130517" 172 151 244 340
"ENSG00000130513" 8 8 9 23
"ENSG00000264175" 0 0 0 0
"ENSG00000175489" 0 0 0 1
"ENSG00000130511" 194 161 545 986
"ENSG00000105655" 1467 1344 1189 1917
"ENSG00000268199" 0 1 1 0
"ENSG00000105656" 882 756 664 931
"ENSG00000280121" 0 0 0 0
"ENSG00000279262" 0 0 0 0
"ENSG00000268938" 0 3 5 13
"ENSG00000105701" 4627 4035 4385 7061
"ENSG00000269191" 3 0 9 7
"ENSG00000105700" 1225 1150 1142 1715
"ENSG00000268030" 63 96 75 132
"ENSG00000268983" 0 0 0 0
"ENSG00000221983" 12414 11293 9240 13407
"ENSG00000006016" 43 38 41 64
"ENSG00000006015" 859 740 691 1224
"ENSG00000105696" 34 30 5 7
"ENSG00000263490" 0 0 0 0
"ENSG00000167487" 297 316 327 436
"ENSG00000105662" 488 453 239 343
"ENSG00000105664" 2 2 2 0
"ENSG00000005007" 8108 7568 5504 8472
"ENSG00000130283" 0 0 0 0
"ENSG00000223802" 8 4 29 46
"ENSG00000269694" 3 1 2 4
"ENSG00000105669" 3112 2946 1726 2934
"ENSG00000268193" 0 0 0 0
"ENSG00000105671" 3606 3192 2466 3943
"ENSG00000051128" 435 357 862 1403
"ENSG00000269019" 13 13 8 15
"ENSG00000241172" 0 0 0 0
"ENSG00000064607" 6056 5710 5436 7575
"ENSG00000105676" 1047 917 1722 2799
"ENSG00000181035" 177 196 111 162
"ENSG00000064545" 969 829 1040 1618
"ENSG00000064489" 1 0 0 0
"ENSG00000213999" 9 9 3 6
"ENSG00000254901" 421 371 258 371
"ENSG00000064490" 1295 1179 722 1075
"ENSG00000184162" 366 377 601 866
"ENSG00000130287" 4 3 3 3
"ENSG00000252973" 0 0 0 0
"ENSG00000267629" 0 0 0 0
"ENSG00000280282" 0 0 0 0
"ENSG00000187664" 0 0 0 0
"ENSG00000213996" 0 1 1 0
"ENSG00000105705" 1909 1743 940 1329
"ENSG00000129933" 1382 1405 1708 2575
"ENSG00000167491" 4442 4134 4569 6958
"ENSG00000267234" 0 1 0 0
"ENSG00000207821" 0 1 0 0
"ENSG00000178093" 59 58 83 106
"ENSG00000186010" 375 295 241 399
"ENSG00000258674" 36 37 26 48
"ENSG00000250067" 305 199 255 383
"ENSG00000160161" 387 338 172 279
"ENSG00000105717" 64 56 44 77
"ENSG00000267178" 2 1 0 1
"ENSG00000259242" 0 0 0 0
"ENSG00000064547" 734 689 708 955
"ENSG00000089639" 908 860 615 1016
"ENSG00000105726" 3968 3695 2981 4677
"ENSG00000181896" 445 463 306 439
"ENSG00000271283" 1 0 0 0
"ENSG00000270402" 0 0 1 1
"ENSG00000105708" 308 288 162 229
"ENSG00000275540" 2 3 0 0
"ENSG00000271499" 0 4 0 0
"ENSG00000266904" 38 45 29 35
"ENSG00000267581" 1 0 0 0
"ENSG00000267693" 1 0 0 0
"ENSG00000267419" 15 18 9 12
"ENSG00000081665" 385 382 175 227
"ENSG00000267481" 33 49 18 37
"ENSG00000270325" 0 0 0 0
"ENSG00000256771" 186 186 175 236
"ENSG00000270270" 0 0 1 2
"ENSG00000267565" 4 1 4 14
"ENSG00000184635" 191 176 212 322
"ENSG00000273791" 0 0 1 1
"ENSG00000274800" 0 1 0 0
"ENSG00000197124" 1 0 0 0
"ENSG00000268070" 0 0 0 0
"ENSG00000274033" 0 0 0 0
"ENSG00000269154" 0 0 0 0
"ENSG00000213988" 0 2 1 1
"ENSG00000240673" 0 1 0 0
"ENSG00000274612" 0 0 0 0
"ENSG00000224864" 0 0 0 0
"ENSG00000267383" 0 0 1 0
"ENSG00000267220" 0 0 0 0
"ENSG00000270716" 0 0 0 0
"ENSG00000256229" 62 56 73 90
"ENSG00000267641" 0 0 0 0
"ENSG00000267771" 0 0 0 0
"ENSG00000279039" 0 0 0 0
"ENSG00000280079" 2 0 0 0
"ENSG00000271524" 0 0 0 0
"ENSG00000268620" 0 0 1 0
"ENSG00000213985" 6 5 10 1
"ENSG00000269055" 0 0 0 0
"ENSG00000269274" 1 0 0 2
"ENSG00000271638" 0 0 0 0
"ENSG00000276294" 0 0 0 0
"ENSG00000231205" 55 47 152 196
"ENSG00000271704" 0 0 0 0
"ENSG00000268461" 0 0 0 0
"ENSG00000238517" 0 0 0 0
"ENSG00000268174" 0 0 0 0
"ENSG00000269043" 0 0 0 0
"ENSG00000268335" 0 0 0 0
